0x2AB2,"GATT Characteristic and Object Type","Floor Number",
0x2AB3,"GATT Characteristic and Object Type","Altitude",
0x2AB4,"GATT Characteristic and Object Type","Uncertainty",
0x2AB5,"GATT Characteristic and Object Type","Location Name",
0x2AB6,"GATT Characteristic and Object Type","URI",
0x2AB7,"GATT Characteristic and Object Type","HTTP Headers",
0x2AB8,"GATT Characteristic and Object Type","HTTP Status Code",
0x2AB9,"GATT Characteristic and Object Type","HTTP Entity Body",
0x2ABA,"GATT Characteristic and Object Type","HTTP Control Point",
0x2ABB,"GATT Characteristic and Object Type","HTTPS Security",
0x2ABC,"GATT Characteristic and Object Type","TDS Control Point",
0x2ABD,"GATT Characteristic and Object Type","OTS Feature",
0x2ABE,"GATT Characteristic and Object Type","Object Name",
0x2ABF,"GATT Characteristic and Object Type","Object Type",
0x2AC0,"GATT Characteristic and Object Type","Object Size",
0x2AC1,"GATT Characteristic and Object Type","Object First-Created",
0x2AC2,"GATT Characteristic and Object Type","Object Last-Modified",
0x2AC3,"GATT Characteristic and Object Type","Object ID",
0x2AC4,"GATT Characteristic and Object Type","Object Properties",
0x2AC5,"GATT Characteristic and Object Type","Object Action Control Point",
0x2AC6,"GATT Characteristic and Object Type","Object List Control Point",
0x2AC7,"GATT Characteristic and Object Type","Object List Filter",
0x2AC8,"GATT Characteristic and Object Type","Object Changed",
0x2AC9,"GATT Characteristic and Object Type","Resolvable Private Address Only",
0x2ACA,"GATT Characteristic and Object Type","Unspecified",
0x2ACB,"GATT Characteristic and Object Type","Directory Listing",
0x2ACC,"GATT Characteristic and Object Type","Fitness Machine Feature",
0x2ACD,"GATT Characteristic and Object Type","Treadmill Data",
0x2ACE,"GATT Characteristic and Object Type","Cross Trainer Data",
0x2ACF,"GATT Characteristic and Object Type","Step Climber Data",
0x2AD0,"GATT Characteristic and Object Type","Stair Climber Data",
0x2AD1,"GATT Characteristic and Object Type","Rower Data",
0x2AD2,"GATT Characteristic and Object Type","Indoor Bike Data",
0x2AD3,"GATT Characteristic and Object Type","Training Status",
0x2AD4,"GATT Characteristic and Object Type","Supported Speed Range",
0x2AD5,"GATT Characteristic and Object Type","Supported Inclination Range",
0x2AD6,"GATT Characteristic and Object Type","Supported Resistance Level Range",
0x2AD7,"GATT Characteristic and Object Type","Supported Heart Rate Range",
0x2AD8,"GATT Characteristic and Object Type","Supported Power Range",
0x2AD9,"GATT Characteristic and Object Type","Fitness Machine Control Point",
0x2ADA,"GATT Characteristic and Object Type","Fitness Machine Status",
0x2ADB,"GATT Characteristic and Object Type","Mesh Provisioning Data In",
0x2ADC,"GATT Characteristic and Object Type","Mesh Provisioning Data Out",
0x2ADD,"GATT Characteristic and Object Type","Mesh Proxy Data In",
0x2ADE,"GATT Characteristic and Object Type","Mesh Proxy Data Out",
0x2AE0,"GATT Characteristic and Object Type","Average Current",
0x2AE1,"GATT Characteristic and Object Type","Average Voltage",
0x2AE2,"GATT Characteristic and Object Type","Boolean",
0x2AE3,"GATT Characteristic and Object Type","Chromatic Distance From Planckian",
0x2AE4,"GATT Characteristic and Object Type","Chromaticity Coordinates",
0x2AE5,"GATT Characteristic and Object Type","Chromaticity In CCT And Duv Values",
0x2AE6,"GATT Characteristic and Object Type","Chromaticity Tolerance",
